5000 0.0009037 0.0008966 0.0009108
10000 0.0019337 0.00191817 0.00194923
15000 0.0030153 0.00300564 0.00302496
20000 0.004041 0.0040263 0.0040557
25000 0.0051636 0.0051426 0.0051846
30000 0.0063546 0.00634152 0.00636768
35000 0.0075391 0.00748367 0.00759453
40000 0.0086514 0.00861328 0.00868952
45000 0.0097706 0.00974359 0.00979761
50000 0.0109534 0.010913 0.0109938
55000 0.0123264 0.0121103 0.0125425
60000 0.0133849 0.0133445 0.0134253
65000 0.0145713 0.0145274 0.0146152
70000 0.0158644 0.0157488 0.01598
75000 0.0170433 0.0170021 0.0170845
80000 0.018274 0.0181295 0.0184185
85000 0.0194838 0.0193258 0.0196418
90000 0.0206681 0.0205461 0.0207901
95000 0.0218393 0.0217946 0.021884
100000 0.0231116 0.0229839 0.0232393
