5000 0.0009133 0.000872579 0.000954021
10000 0.001909 0.0018413 0.0019767
15000 0.0030875 0.00292887 0.00324613
20000 0.0040547 0.00383389 0.00427551
25000 0.0054429 0.00522039 0.00566541
30000 0.0065313 0.00618115 0.00688145
35000 0.0098978 0.00704615 0.0127495
40000 0.0147389 0.00985869 0.0196191
45000 0.0140071 0.00972787 0.0182863
50000 0.0123313 0.00894419 0.0157184
55000 0.0135322 0.0123593 0.0147051
60000 0.0163721 0.0152441 0.0175001
65000 0.0177781 0.0133725 0.0221837
70000 0.0193624 0.0147725 0.0239523
75000 0.0202841 0.0182279 0.0223403
80000 0.0218765 0.0163458 0.0274072
85000 0.030807 0.0231601 0.0384539
90000 0.0275451 0.0202283 0.0348619
95000 0.0357008 0.0236769 0.0477247
100000 0.0298833 0.0208915 0.0388751
