5000 0.2 -0.2 0.6
10000 1 1 1
15000 2 2 2
20000 4 4 4
25000 6 6 6
30000 9.2 8.8 9.6
35000 13.9 13.0693 14.7307
40000 22.2 20.367 24.033
45000 32.5 28.9433 36.0567
50000 43.6 39.6453 47.5547
55000 56.2 51.7548 60.6452
60000 69.6 64.6766 74.5234
65000 83.7 77.6825 89.7175
70000 100.9 94.8759 106.924
75000 117.8 110.803 124.797
80000 136.2 128.431 143.969
85000 155 146.975 163.025
90000 176.4 166.901 185.899
95000 197.9 187.886 207.914
100000 220.7 210.433 230.967
